scene,step,phase,grad_norm,log10_grad_norm,contact_count,loss,status
rope,0,approach,4.244101524353027,0.6277857642347064,25,457.47857666015625,ok
rope,1,approach,4.244101524353027,0.6277857642347064,13,457.47857666015625,ok
rope,2,approach,4.244101524353027,0.6277857642347064,3,457.47857666015625,ok
rope,3,approach,4.244101524353027,0.6277857642347064,3,457.47857666015625,ok
rope,4,approach,4.244101524353027,0.6277857642347064,3,457.47857666015625,ok
rope,5,approach,4.244101524353027,0.6277857642347064,3,457.47857666015625,ok
rope,6,approach,4.244101524353027,0.6277857642347064,2,457.47857666015625,ok
rope,7,approach,4.244101524353027,0.6277857642347064,2,457.47857666015625,ok
rope,8,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,9,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,10,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,11,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,12,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,13,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,14,approach,4.244101047515869,0.6277857154404547,2,457.47857666015625,ok
rope,15,close,0.1368323117494583,-0.8638113356751353,5,457.47857666015625,ok
rope,16,close,0.1357755810022354,-0.8671783301260184,6,457.47857666015625,ok
rope,17,close,4.259970188140869,0.6294065598606489,7,457.47857666015625,ok
rope,18,close,4.2595953941345215,0.6293683487647097,7,457.47857666015625,ok
rope,19,close,4.259228229522705,0.6293309122424843,7,457.47857666015625,ok
rope,20,close,4.258868217468262,0.6292942018695201,6,457.47857666015625,ok
rope,21,close,4.258525848388672,0.6292592876690098,3,457.47857666015625,ok
rope,22,close,4.25820255279541,0.6292263159724544,3,457.47857666015625,ok
rope,23,close,4.2578630447387695,0.6291916881331194,3,457.47857666015625,ok
rope,24,close,4.257532596588135,0.6291579816996211,3,457.47857666015625,ok
rope,25,close,4.2572102546691895,0.6291250995987294,3,457.47857666015625,ok
rope,26,close,4.25689697265625,0.6290931393130699,3,457.47857666015625,ok
rope,27,close,4.256592750549316,0.6290621010463506,3,457.47857666015625,ok
rope,28,close,4.256296157836914,0.6290318390331122,3,457.47857666015625,ok
rope,29,close,4.255981922149658,0.6289997745672261,4,457.47857666015625,ok
rope,30,close,4.255685329437256,0.6289695082105621,4,457.47857666015625,ok
rope,31,close,4.2554450035095215,0.6289449821558036,3,457.47857666015625,ok
rope,32,close,4.255187034606934,0.62891865403577,3,457.47857666015625,ok
rope,33,close,4.2549285888671875,0.6288922756494721,3,457.47857666015625,ok
rope,34,close,4.254676342010498,0.6288665284100035,3,457.47857666015625,ok
rope,35,lift,6.94501256942749,0.8416730360819944,11,457.47857666015625,ok
rope,36,lift,6.258121967315674,0.7964440230505054,13,457.47857666015625,ok
rope,37,lift,6.225841999053955,0.7941980948544134,12,457.47857666015625,ok
rope,38,lift,6.197264671325684,0.7922000442926027,12,457.47857666015625,ok
rope,39,lift,6.167283058166504,0.7900938815832158,11,457.47857666015625,ok
rope,40,lift,6.1392035484313965,0.7881120328745255,13,457.47857666015625,ok
rope,41,lift,6.12096643447876,0.7868199979666559,15,457.47857666015625,ok
rope,42,lift,6.1501383781433105,0.7888848875132966,11,457.47857666015625,ok
rope,43,lift,6.2348809242248535,0.7948281635970962,15,457.47857666015625,ok
rope,44,lift,6.243332862854004,0.7954164899284125,15,457.47857666015625,ok
rope,45,lift,6.26163911819458,0.7966880339782668,13,457.47857666015625,ok
rope,46,lift,6.350646018981934,0.8028179061122082,13,457.47857666015625,ok
rope,47,lift,6.4667744636535645,0.8106877146816533,13,457.47857666015625,ok
rope,48,lift,6.434603691101074,0.8085218037550721,11,457.47857666015625,ok
rope,49,lift,6.520705699920654,0.8142945995657267,11,457.47857666015625,ok
rope,50,lift,7.526622295379639,0.8766001226041964,9,457.47857666015625,ok
rope,51,lift,8.014629364013672,0.9038834432359514,3,457.47857666015625,ok
rope,52,lift,8.014771461486816,0.9038911431056037,3,457.47857666015625,ok
rope,53,lift,8.01472282409668,0.9038885075951161,3,457.47857666015625,ok
rope,54,lift,8.014676094055176,0.9038859754229157,3,457.47857666015625,ok
rope,55,lift,8.014631271362305,0.9038835465908104,3,457.47857666015625,ok
rope,56,lift,8.01458740234375,0.9038811694228307,3,457.47857666015625,ok
rope,57,lift,8.014544486999512,0.9038788439198253,3,457.47857666015625,ok
rope,58,lift,8.014503479003906,0.9038766217608745,3,457.47857666015625,ok
rope,59,lift,8.014463424682617,0.9038744512690621,3,457.47857666015625,ok
no-rope,0,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,1,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,2,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,3,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,4,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,5,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,6,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,7,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,8,approach,4.244101524353027,0.6277857642347064,0,459.2333984375,ok
no-rope,9,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,10,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,11,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,12,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,13,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,14,approach,4.244101047515869,0.6277857154404547,0,459.2333984375,ok
no-rope,15,close,0.13837528228759766,-0.8589414801452286,0,459.2333984375,ok
no-rope,16,close,0.1383746713399887,-0.8589433976246847,0,459.2333984375,ok
no-rope,17,close,4.260040760040283,0.6294137544491722,1,459.2333984375,ok
no-rope,18,close,4.259654521942139,0.6293743772016797,1,459.2333984375,ok
no-rope,19,close,4.25927734375,0.6293359201720357,1,459.2333984375,ok
no-rope,20,close,4.258909702301025,0.6292984322296262,1,459.2333984375,ok
no-rope,21,close,4.258551597595215,0.6292619136257153,1,459.2333984375,ok
no-rope,22,close,4.25820255279541,0.6292263159724544,1,459.2333984375,ok
no-rope,23,close,4.2578630447387695,0.6291916881331194,1,459.2333984375,ok
no-rope,24,close,4.257533073425293,0.6291580303399381,1,459.2333984375,ok
no-rope,25,close,4.2572102546691895,0.6291250995987294,1,459.2333984375,ok
no-rope,26,close,4.25689697265625,0.6290931393130699,1,459.2333984375,ok
no-rope,27,close,4.256592750549316,0.6290621010463506,1,459.2333984375,ok
no-rope,28,close,4.256296157836914,0.6290318390331122,1,459.2333984375,ok
no-rope,29,close,4.256007671356201,0.6290024020935389,1,459.2333984375,ok
no-rope,30,close,4.2557268142700195,0.6289737417345996,1,459.2333984375,ok
no-rope,31,close,4.255453109741211,0.6289458094460955,1,459.2333984375,ok
no-rope,32,close,4.255187034606934,0.62891865403577,1,459.2333984375,ok
no-rope,33,close,4.2549285888671875,0.6288922756494721,1,459.2333984375,ok
no-rope,34,close,4.254676342010498,0.6288665284100035,1,459.2333984375,ok
no-rope,35,lift,6.94539737701416,0.8416970986996093,9,459.2333984375,ok
no-rope,36,lift,6.255405902862549,0.7962554955888261,13,459.2333984375,ok
no-rope,37,lift,6.2292633056640625,0.7944366885206552,11,459.2333984375,ok
no-rope,38,lift,6.211809158325195,0.7932181046934444,10,459.2333984375,ok
no-rope,39,lift,6.166791915893555,0.790059294412385,13,459.2333984375,ok
no-rope,40,lift,6.139156341552734,0.7881086933915498,11,459.2333984375,ok
no-rope,41,lift,6.1259765625,0.7871753308975223,9,459.2333984375,ok
no-rope,42,lift,6.150202751159668,0.788889433215809,9,459.2333984375,ok
no-rope,43,lift,6.204280853271484,0.7926914490811663,18,459.2333984375,ok
no-rope,44,lift,6.261503219604492,0.796678608227735,15,459.2333984375,ok
no-rope,45,lift,6.248246669769287,0.7957581663886144,13,459.2333984375,ok
no-rope,46,lift,6.378314018249512,0.8047058966936873,9,459.2333984375,ok
no-rope,47,lift,6.540740489959717,0.8156269184311126,9,459.2333984375,ok
no-rope,48,lift,6.7437825202941895,0.828903556314328,9,459.2333984375,ok
no-rope,49,lift,6.536545753479004,0.81534830543218,9,459.2333984375,ok
no-rope,50,lift,7.622637748718262,0.8821052812457084,7,459.2333984375,ok
no-rope,51,lift,8.015071868896484,0.9039074209041658,1,459.2333984375,ok
no-rope,52,lift,8.015016555786133,0.9039044237680345,1,459.2333984375,ok
no-rope,53,lift,8.01496410369873,0.9039015816370791,1,459.2333984375,ok
no-rope,54,lift,8.014912605285645,0.9038987911631365,1,459.2333984375,ok
no-rope,55,lift,8.014863014221191,0.9038961040231347,1,459.2333984375,ok
no-rope,56,lift,8.014814376831055,0.9038934685427522,1,459.2333984375,ok
no-rope,57,lift,8.014766693115234,0.9038908847229297,1,459.2333984375,ok
no-rope,58,lift,8.014721870422363,0.9038884559182799,1,459.2333984375,ok
no-rope,59,lift,8.014677047729492,0.903886027100047,1,459.2333984375,ok
